pattern,n_features,features,source,n,n_jak2,n_not_jak2,n_jak1,n_nonselective,ppv_jak2,recall_jak2,baseline_jak2_fraction,jak2_enrichment,odds_ratio,fisher_p,beam_score,passes_reporting_filter,fdr_q,passes_fdr,random_holdout_pattern,random_holdout_n_features,random_holdout_subset,random_holdout_discovery_seed,random_holdout_n,random_holdout_n_jak2,random_holdout_n_not_jak2,random_holdout_n_jak1,random_holdout_n_nonselective,random_holdout_ppv_jak2,random_holdout_recall_jak2,random_holdout_baseline_jak2_fraction,random_holdout_jak2_enrichment,random_holdout_odds_ratio,random_holdout_fisher_p,random_holdout_discovery_n,random_holdout_discovery_jak2_enrichment,random_holdout_discovery_fisher_p,random_holdout_discovery_fdr_q,independent_validation_pattern,independent_validation_n_features,independent_validation_n,independent_validation_n_jak2,independent_validation_n_jak1,independent_validation_n_nonselective,independent_validation_n_not_jak2,independent_validation_ppv_jak2,independent_validation_recall_jak2,independent_validation_baseline_jak2_fraction,independent_validation_jak2_enrichment,independent_validation_odds_ratio,independent_validation_fisher_p,independent_validation_mean_delta_pKi_pattern,independent_validation_mean_delta_pKi_nonpattern,independent_validation_mean_delta_pKi_shift,independent_validation_median_delta_pKi_shift,independent_validation_mannwhitney_u,independent_validation_mannwhitney_p,scaffold_holdout_n,scaffold_holdout_n_jak2,scaffold_holdout_n_not_jak2,scaffold_holdout_n_jak1,scaffold_holdout_n_nonselective,scaffold_holdout_ppv_jak2,scaffold_holdout_recall_jak2,scaffold_holdout_baseline_jak2_fraction,scaffold_holdout_jak2_enrichment,scaffold_holdout_odds_ratio,scaffold_holdout_fisher_p,specificity_jak2_enrichment,jak1_enrichment,nonselective_enrichment,specificity_score,passes_specificity_threshold,stable_under_ablation,jak1_feature_overlap,generic_binder_red_flag
J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,J1:ALA906|J1:LEU1010:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855,beam_5,225,36,189,57,132,0.16,0.1978021978021978,0.0449938195302843,3.5560439560439563,4.793215916503588,5.877696639346305e-12,23.508023511948032,True,6.528434661971111e-10,True,J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,holdout,42,98,16,82,30,52,0.1632653061224489,0.2051282051282051,0.0449826989619377,3.6295133437990574,4.9535798583792285,3.0645601536290812e-06,225,3.5560439560439563,5.877696639346305e-12,6.528434661971111e-10,J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,463,63,17,383,400,0.1360691144708423,0.2202797202797203,0.1025089605734767,1.3273875152924828,1.4860089686098654,0.0116640355176637,0.1298563089185727,-0.0267375540147151,0.1565938629332878,0.0,660421.0,6.016060224642873e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.578328173374613,0.5555220397637247,1.2116532644477895,2.953260869565217,True,True,,False
J1:ALA906 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,J1:ALA906|J1:LEU1010|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855,beam_5,225,36,189,57,132,0.16,0.1978021978021978,0.0449938195302843,3.5560439560439563,4.793215916503588,5.877696639346305e-12,23.508023511948032,True,6.528434661971111e-10,True,J1:ALA906 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,holdout,42,98,16,82,30,52,0.1632653061224489,0.2051282051282051,0.0449826989619377,3.6295133437990574,4.9535798583792285,3.0645601536290812e-06,225,3.5560439560439563,5.877696639346305e-12,6.528434661971111e-10,J1:ALA906 AND J1:LEU1010 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,463,63,17,383,400,0.1360691144708423,0.2202797202797203,0.1025089605734767,1.3273875152924828,1.4860089686098654,0.0116640355176637,0.1298563089185727,-0.0267375540147151,0.1565938629332878,0.0,660421.0,6.016060224642873e-15,8,2,6,6,0,0.25,0.3333333333333333,0.0057142857142857,43.75,86.5,0.0007510502802914,3.578328173374613,0.5555220397637247,1.2116532644477895,2.953260869565217,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_5,223,38,185,52,133,0.1704035874439461,0.2087912087912088,0.0449938195302843,3.7872665451140786,5.246396396396396,1.698770757765937e-13,24.75237218168109,True,3.437367681937505e-11,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,93,15,78,27,51,0.1612903225806451,0.1923076923076923,0.0449826989619377,3.58560794044665,4.816849816849817,7.717260965608895e-06,223,3.7872665451140786,1.698770757765937e-13,3.437367681937505e-11,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,534,72,33,429,462,0.1348314606741573,0.2517482517482518,0.1025089605734767,1.3153138995835625,1.4870736739895618,0.0086529559100175,0.0818511115099052,-0.0203028859526739,0.1021539974625792,0.0,722221.0,3.6610198544126894e-13,9,2,7,7,0,0.2222222222222222,0.3333333333333333,0.0057142857142857,38.888888888888886,74.07142857142857,0.0009631731456891,3.7279333008763382,0.5156138472519629,1.238493684862772,3.010054347826087,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_5,223,38,185,52,133,0.1704035874439461,0.2087912087912088,0.0449938195302843,3.7872665451140786,5.246396396396396,1.698770757765937e-13,24.75237218168109,True,3.437367681937505e-11,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,93,15,78,27,51,0.1612903225806451,0.1923076923076923,0.0449826989619377,3.58560794044665,4.816849816849817,7.717260965608895e-06,223,3.7872665451140786,1.698770757765937e-13,3.437367681937505e-11,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,534,72,33,429,462,0.1348314606741573,0.2517482517482518,0.1025089605734767,1.3153138995835625,1.4870736739895618,0.0086529559100175,0.0818511115099052,-0.0203028859526739,0.1021539974625792,0.0,722221.0,3.6610198544126894e-13,9,2,7,7,0,0.2222222222222222,0.3333333333333333,0.0057142857142857,38.888888888888886,74.07142857142857,0.0009631731456891,3.7279333008763382,0.5156138472519629,1.238493684862772,3.010054347826087,True,True,,False
J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,4,J1:ALA906|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_4,244,38,206,67,139,0.1557377049180328,0.2087912087912088,0.0449938195302843,3.4613132768870476,4.684668284789644,3.222470056965155e-12,24.122660757112307,True,3.9931203429287365e-10,True,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,4,holdout,42,110,16,94,35,59,0.1454545454545454,0.2051282051282051,0.0449826989619377,3.233566433566433,4.288263555250515,1.4685666234888856e-05,244,3.4613132768870476,3.222470056965155e-12,3.9931203429287365e-10,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,4,558,75,34,449,483,0.1344086021505376,0.2622377622377622,0.1025089605734767,1.311188811188811,1.4872979894615996,0.0078062299098223,0.0783523841624696,-0.0205266341960578,0.0988790183585274,0.0,742445.0,9.429634210685582e-13,14,2,12,12,0,0.1428571428571428,0.3333333333333333,0.0057142857142857,25.0,43.0,0.0024037600113818,3.390547588005215,0.5942668070022623,1.189665820352707,2.8499999999999996,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,4,J1:ALA906:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_4,244,38,206,67,139,0.1557377049180328,0.2087912087912088,0.0449938195302843,3.4613132768870476,4.684668284789644,3.222470056965155e-12,24.122660757112307,True,3.9931203429287365e-10,True,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,4,holdout,42,110,16,94,35,59,0.1454545454545454,0.2051282051282051,0.0449826989619377,3.233566433566433,4.288263555250515,1.4685666234888856e-05,244,3.4613132768870476,3.222470056965155e-12,3.9931203429287365e-10,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,4,558,75,34,449,483,0.1344086021505376,0.2622377622377622,0.1025089605734767,1.311188811188811,1.4872979894615996,0.0078062299098223,0.0783523841624696,-0.0205266341960578,0.0988790183585274,0.0,742445.0,9.429634210685582e-13,14,2,12,12,0,0.1428571428571428,0.3333333333333333,0.0057142857142857,25.0,43.0,0.0024037600113818,3.390547588005215,0.5942668070022623,1.189665820352707,2.8499999999999996,True,True,,False
J1:ALA906 AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,J1:ALA906|J1:LEU1010|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_5,238,40,198,56,142,0.1680672268907563,0.2197802197802197,0.0449938195302843,3.735340289962139,5.214112960591834,5.5460064185985456e-14,25.476079820852767,True,1.3581328186181214e-11,True,J1:ALA906 AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,holdout,42,97,16,81,28,53,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,238,3.735340289962139,5.5460064185985456e-14,1.3581328186181214e-11,J1:ALA906 AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,447,60,18,369,387,0.1342281879194631,0.2097902097902098,0.1025089605734767,1.3094288262073497,1.452287850723743,0.0212421582716623,0.1286192506255395,-0.0254321904364315,0.154051441061971,0.0,642355.0,1.1806345389168068e-14,5,2,3,3,0,0.4,0.3333333333333333,0.0057142857142857,70.0,173.5,0.000270293560781,3.715545350172216,0.5171529930646553,1.238091837463401,3.001025641025641,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU1010|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_5,238,40,198,56,142,0.1680672268907563,0.2197802197802197,0.0449938195302843,3.735340289962139,5.214112960591834,5.5460064185985456e-14,25.476079820852767,True,1.3581328186181214e-11,True,J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,holdout,42,97,16,81,28,53,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,238,3.735340289962139,5.5460064185985456e-14,1.3581328186181214e-11,J1:ALA906:hydrophobic AND J1:LEU1010 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,447,60,18,369,387,0.1342281879194631,0.2097902097902098,0.1025089605734767,1.3094288262073497,1.452287850723743,0.0212421582716623,0.1286192506255395,-0.0254321904364315,0.154051441061971,0.0,642355.0,1.1806345389168068e-14,5,2,3,3,0,0.4,0.3333333333333333,0.0057142857142857,70.0,173.5,0.000270293560781,3.715545350172216,0.5171529930646553,1.238091837463401,3.001025641025641,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU1010:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_5,238,40,198,56,142,0.1680672268907563,0.2197802197802197,0.0449938195302843,3.735340289962139,5.214112960591834,5.5460064185985456e-14,25.476079820852767,True,1.3581328186181214e-11,True,J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,holdout,42,97,16,81,28,53,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,238,3.735340289962139,5.5460064185985456e-14,1.3581328186181214e-11,J1:ALA906:hydrophobic AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,447,60,18,369,387,0.1342281879194631,0.2097902097902098,0.1025089605734767,1.3094288262073497,1.452287850723743,0.0212421582716623,0.1286192506255395,-0.0254321904364315,0.154051441061971,0.0,642355.0,1.1806345389168068e-14,5,2,3,3,0,0.4,0.3333333333333333,0.0057142857142857,70.0,173.5,0.000270293560781,3.715545350172216,0.5171529930646553,1.238091837463401,3.001025641025641,True,True,,False
J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,J1:ALA906|J1:LEU1010:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_5,238,40,198,56,142,0.1680672268907563,0.2197802197802197,0.0449938195302843,3.735340289962139,5.214112960591834,5.5460064185985456e-14,25.476079820852767,True,1.3581328186181214e-11,True,J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,holdout,42,97,16,81,28,53,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,238,3.735340289962139,5.5460064185985456e-14,1.3581328186181214e-11,J1:ALA906 AND J1:LEU1010:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,5,447,60,18,369,387,0.1342281879194631,0.2097902097902098,0.1025089605734767,1.3094288262073497,1.452287850723743,0.0212421582716623,0.1286192506255395,-0.0254321904364315,0.154051441061971,0.0,642355.0,1.1806345389168068e-14,5,2,3,3,0,0.4,0.3333333333333333,0.0057142857142857,70.0,173.5,0.000270293560781,3.715545350172216,0.5171529930646553,1.238091837463401,3.001025641025641,True,True,,False
J1:ARG1007 AND J1:LEU881:hydrophobic AND J2:LEU855:hydrophobic AND J2:TYR931,4,J1:ARG1007|J1:LEU881:hydrophobic|J2:LEU855:hydrophobic|J2:TYR931,beam_4,682,61,621,223,398,0.0894428152492668,0.3351648351648351,0.0449938195302843,1.987891141116948,2.6318787346455332,2.100188601155678e-08,25.27155719974317,True,8.517240796306551e-07,True,J1:ARG1007 AND J1:LEU881:hydrophobic AND J2:LEU855:hydrophobic AND J2:TYR931,4,holdout,42,291,22,269,90,179,0.0756013745704467,0.282051282051282,0.0449826989619377,1.6806767116045465,2.0256240042485394,0.0120341294853457,682,1.987891141116948,2.100188601155678e-08,8.517240796306551e-07,J1:ARG1007 AND J1:LEU881:hydrophobic AND J2:LEU855:hydrophobic AND J2:TYR931,4,575,77,34,464,498,0.1339130434782608,0.2692307692307692,0.1025089605734767,1.306354515050167,1.4840414288733883,0.0068183498550052,0.0893414184387597,-0.0241382089233543,0.113479627362114,0.0,727298.0,9.526217346020605e-08,130,3,127,108,19,0.023076923076923,0.5,0.0057142857142857,4.038461538461538,7.2204724409448815,0.0279869715431324,1.896027353941023,0.6634620110580242,1.2613221689329224,1.5032062391681111,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855,beam_5,223,38,185,52,133,0.1704035874439461,0.2087912087912088,0.0449938195302843,3.7872665451140786,5.246396396396396,1.698770757765937e-13,24.75237218168109,True,3.437367681937505e-11,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,holdout,42,94,16,78,27,51,0.1702127659574468,0.2051282051282051,0.0449826989619377,3.7839607201309327,5.220843672456576,1.7116955819875538e-06,223,3.7872665451140786,1.698770757765937e-13,3.437367681937505e-11,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,538,72,33,433,466,0.1338289962825278,0.2517482517482518,0.1025089605734767,1.3055346140848,1.4714211222975413,0.009029704794266,0.0812425530600175,-0.0203389479170658,0.1015815009770833,0.0,725427.0,4.724683660516023e-13,9,2,7,7,0,0.2222222222222222,0.3333333333333333,0.0057142857142857,38.888888888888886,74.07142857142857,0.0009631731456891,3.786289735501091,0.5139873051470671,1.2345867647212494,3.066847826086956,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855,beam_5,223,38,185,52,133,0.1704035874439461,0.2087912087912088,0.0449938195302843,3.7872665451140786,5.246396396396396,1.698770757765937e-13,24.75237218168109,True,3.437367681937505e-11,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,holdout,42,94,16,78,27,51,0.1702127659574468,0.2051282051282051,0.0449826989619377,3.7839607201309327,5.220843672456576,1.7116955819875538e-06,223,3.7872665451140786,1.698770757765937e-13,3.437367681937505e-11,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,5,538,72,33,433,466,0.1338289962825278,0.2517482517482518,0.1025089605734767,1.3055346140848,1.4714211222975413,0.009029704794266,0.0812425530600175,-0.0203389479170658,0.1015815009770833,0.0,725427.0,4.724683660516023e-13,9,2,7,7,0,0.2222222222222222,0.3333333333333333,0.0057142857142857,38.888888888888886,74.07142857142857,0.0009631731456891,3.786289735501091,0.5139873051470671,1.2345867647212494,3.066847826086956,True,True,,False
J1:ARG1007 AND J1:LEU1010 AND J1:LEU881 AND J2:TYR931,4,J1:ARG1007|J1:LEU1010|J1:LEU881|J2:TYR931,beam_4,585,54,531,191,340,0.0923076923076923,0.2967032967032967,0.0449938195302843,2.0515638207945903,2.6472457627118646,6.166940841518068e-08,23.54630179796794,True,2.2206291924812587e-06,True,J1:ARG1007 AND J1:LEU1010 AND J1:LEU881 AND J2:TYR931,4,holdout,42,260,21,239,78,161,0.0807692307692307,0.2692307692307692,0.0449826989619377,1.7955621301775149,2.184320634221537,0.0051230225090702,585,2.0515638207945903,6.166940841518068e-08,2.2206291924812587e-06,J1:ARG1007 AND J1:LEU1010 AND J1:LEU881 AND J2:TYR931,4,487,65,25,397,422,0.1334702258726899,0.2272727272727272,0.1025089605734767,1.3020347209258911,1.45107332032339,0.0168469506075434,0.102211280523143,-0.0225235392000493,0.1247348197231923,0.0,650713.0,1.595191218003519e-08,125,3,122,105,17,0.024,0.5,0.0057142857142857,4.2,7.557377049180328,0.025147968926584,1.9728038233955392,0.6565686386309019,1.261084166534182,1.5643712574850297,True,True,,False
J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU881 AND J2:TYR931,4,J1:ARG1007|J1:LEU1010:hydrophobic|J1:LEU881|J2:TYR931,beam_4,585,54,531,191,340,0.0923076923076923,0.2967032967032967,0.0449938195302843,2.0515638207945903,2.6472457627118646,6.166940841518068e-08,23.54630179796794,True,2.2206291924812587e-06,True,J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU881 AND J2:TYR931,4,holdout,42,260,21,239,78,161,0.0807692307692307,0.2692307692307692,0.0449826989619377,1.7955621301775149,2.184320634221537,0.0051230225090702,585,2.0515638207945903,6.166940841518068e-08,2.2206291924812587e-06,J1:ARG1007 AND J1:LEU1010:hydrophobic AND J1:LEU881 AND J2:TYR931,4,487,65,25,397,422,0.1334702258726899,0.2272727272727272,0.1025089605734767,1.3020347209258911,1.45107332032339,0.0168469506075434,0.102211280523143,-0.0225235392000493,0.1247348197231923,0.0,650713.0,1.595191218003519e-08,125,3,122,105,17,0.024,0.5,0.0057142857142857,4.2,7.557377049180328,0.025147968926584,1.9728038233955392,0.6565686386309019,1.261084166534182,1.5643712574850297,True,True,,False
J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,4,J1:ALA906|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855,beam_4,244,38,206,67,139,0.1557377049180328,0.2087912087912088,0.0449938195302843,3.4613132768870476,4.684668284789644,3.222470056965155e-12,24.122660757112307,True,3.9931203429287365e-10,True,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,4,holdout,42,111,17,94,35,59,0.1531531531531531,0.2179487179487179,0.0449826989619377,3.4047124047124044,4.63097314265783,3.59338752752281e-06,244,3.4613132768870476,3.222470056965155e-12,3.9931203429287365e-10,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,4,562,75,34,453,487,0.1334519572953736,0.2622377622377622,0.1025089605734767,1.301856506482841,1.4721624804149596,0.0081170096159021,0.0777947159477901,-0.020563486322083,0.0983582022698732,0.0,745555.0,1.1959287823116104e-12,14,2,12,12,0,0.1428571428571428,0.3333333333333333,0.0057142857142857,25.0,43.0,0.0024037600113818,3.443607800650054,0.5925928159966222,1.1863146490277698,2.9027777777777777,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,4,J1:ALA906:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:LEU855,beam_4,244,38,206,67,139,0.1557377049180328,0.2087912087912088,0.0449938195302843,3.4613132768870476,4.684668284789644,3.222470056965155e-12,24.122660757112307,True,3.9931203429287365e-10,True,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,4,holdout,42,111,17,94,35,59,0.1531531531531531,0.2179487179487179,0.0449826989619377,3.4047124047124044,4.63097314265783,3.59338752752281e-06,244,3.4613132768870476,3.222470056965155e-12,3.9931203429287365e-10,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:LEU855,4,562,75,34,453,487,0.1334519572953736,0.2622377622377622,0.1025089605734767,1.301856506482841,1.4721624804149596,0.0081170096159021,0.0777947159477901,-0.020563486322083,0.0983582022698732,0.0,745555.0,1.1959287823116104e-12,14,2,12,12,0,0.1428571428571428,0.3333333333333333,0.0057142857142857,25.0,43.0,0.0024037600113818,3.443607800650054,0.5925928159966222,1.1863146490277698,2.9027777777777777,True,True,,False
J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_5,227,38,189,56,133,0.1674008810572687,0.2087912087912088,0.0449938195302843,3.720530570750835,5.129776601998824,3.063350909064758e-13,24.634694642927812,True,5.457629943064339e-11,True,J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,96,15,81,29,52,0.15625,0.1923076923076923,0.0449826989619377,3.473557692307692,4.62962962962963,1.1598917573820015e-05,227,3.720530570750835,3.063350909064758e-13,5.457629943064339e-11,J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,540,72,34,434,468,0.1333333333333333,0.2517482517482518,0.1025089605734767,1.3006993006993006,1.4636951833213516,0.0112743368284997,0.0776686340551,-0.0195715020234208,0.0972401360785209,0.0,725933.5,8.67686731660154e-13,10,2,8,8,0,0.2,0.3333333333333333,0.0057142857142857,35.0,64.75,0.0012008944116302,3.64714217670874,0.542751418159961,1.2182383365371796,2.9937837837837837,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,J1:ALA906:hydrophobic|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:LEU855,beam_5,227,38,189,56,133,0.1674008810572687,0.2087912087912088,0.0449938195302843,3.720530570750835,5.129776601998824,3.063350909064758e-13,24.634694642927812,True,5.457629943064339e-11,True,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,holdout,42,96,15,81,29,52,0.15625,0.1923076923076923,0.0449826989619377,3.473557692307692,4.62962962962963,1.1598917573820015e-05,227,3.720530570750835,3.063350909064758e-13,5.457629943064339e-11,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:LEU855,5,540,72,34,434,468,0.1333333333333333,0.2517482517482518,0.1025089605734767,1.3006993006993006,1.4636951833213516,0.0112743368284997,0.0776686340551,-0.0195715020234208,0.0972401360785209,0.0,725933.5,8.67686731660154e-13,10,2,8,8,0,0.2,0.3333333333333333,0.0057142857142857,35.0,64.75,0.0012008944116302,3.64714217670874,0.542751418159961,1.2182383365371796,2.9937837837837837,True,True,,False
