smiles	jak1_ic50_nM	jak2_ic50_nM	matched_assay_descriptions	n_matched_assay_descriptions	n_jak1_values_used	n_jak2_values_used	fold_selective_JAK1_over_JAK2	fold_selective_JAK2_over_JAK1
COCC1CCCN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)C1	28	1009	Caliper Enzyme Assay: Test article and assay controls were added to a 384-well plate. Reaction mixtures contained 20 mM HEPES, pH 7.4, 10 mM magnesium chloride, 0.01% bovine serum albumin (BSA), 0.0005% Tween 20, 1 mM ATP and 1 μM peptide substrate. The JAK1 and TYK2 assays contained 1 μM of the IRStide peptide (5FAM-KKSRGDYMTMQID) and the JAK2 and JAK3 assays contained 1 μM of the JAKtide peptide (FITC-KGGEEEEYFELVKK). The assays were initiated by the addition of 20 nM JAK1, 1 nM JAK2, 1 nM JAK3 or 1 nM TYK2 enzyme and were incubated at room temperature for three hours for JAK1, 60 minutes for JAK2, 75 minutes for JAK3 or 135 minutes for TYK2. Enzyme concentrations and incubation times were optimized for each new enzyme preps and were modified slightly over time to ensure 20%-30% phosphorylation. The assays were stopped with a final concentration of 10 mM EDTA, 0.1% Coating Reagent and 100 mM HEPES, pH=7.4. The assay plates were placed on a Caliper Life Science Lab Chip 3000 (LC3000) instrument, and each well was sampled using appropriate separation conditions to measure the unphosphorylated and phosphorylated peptide.	1	1	1	36.0357	0.0277502
COCC1CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1	12.8	71	Enzymatic Assay: A peptide mobility shift assay was used to quantify the phosphorylation of the JAKtide (JAK2 and JAK3) or the IRS-1 peptide (JAK1 and Tyk2). Reactions were carried out in a 384-well plate (Matrical MP-101) in a 10 L total volume. Reaction mixtures contained 20 mM HEPES, pH 7.4, 10 mM magnesium chloride, 0.01% bovine serum albumin (BSA), 0.0005% Tween-20, ATP (4 M for JAK2 and JAK3, 40 M for JAK1 and 7 M for Tyk2)), 2% DMSO and 1 M peptide substrate (JAKtide for JAK2 and JAK3 and IRS-1 peptide for JAK1 and Tyk2). Compounds were diluted serially in 100% dimethyl sulfoxide and tested in an 11 point dose response in duplicate or quadruplicate (200 nl of compound/DMSO was added per 10 L reaction). The reactions were initiated by the addition of enzyme to the final concentration of 2 nM JAK2, 1 nM JAK3, 12 nM Tyk2 or 20 nM JAK1. The assay was run for 240 minutes for JAK1, 150 minutes for JAK2, 90 minutes for JAK3 and 70 minutes for Tyk2.	1	1	1	5.54687	0.180282
COCC1CCN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)C1	92	2330	Caliper Enzyme Assay: Test article and assay controls were added to a 384-well plate. Reaction mixtures contained 20 mM HEPES, pH 7.4, 10 mM magnesium chloride, 0.01% bovine serum albumin (BSA), 0.0005% Tween 20, 1 mM ATP and 1 μM peptide substrate. The JAK1 and TYK2 assays contained 1 μM of the IRStide peptide (5FAM-KKSRGDYMTMQID) and the JAK2 and JAK3 assays contained 1 μM of the JAKtide peptide (FITC-KGGEEEEYFELVKK). The assays were initiated by the addition of 20 nM JAK1, 1 nM JAK2, 1 nM JAK3 or 1 nM TYK2 enzyme and were incubated at room temperature for three hours for JAK1, 60 minutes for JAK2, 75 minutes for JAK3 or 135 minutes for TYK2. Enzyme concentrations and incubation times were optimized for each new enzyme preps and were modified slightly over time to ensure 20%-30% phosphorylation. The assays were stopped with a final concentration of 10 mM EDTA, 0.1% Coating Reagent and 100 mM HEPES, pH=7.4. The assay plates were placed on a Caliper Life Science Lab Chip 3000 (LC3000) instrument, and each well was sampled using appropriate separation conditions to measure the unphosphorylated and phosphorylated peptide.	1	1	1	25.3261	0.039485
COCC1CCN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)CC1	9	1037	Caliper Enzyme Assay: Test article and assay controls were added to a 384-well plate. Reaction mixtures contained 20 mM HEPES, pH 7.4, 10 mM magnesium chloride, 0.01% bovine serum albumin (BSA), 0.0005% Tween 20, 1 mM ATP and 1 μM peptide substrate. The JAK1 and TYK2 assays contained 1 μM of the IRStide peptide (5FAM-KKSRGDYMTMQID) and the JAK2 and JAK3 assays contained 1 μM of the JAKtide peptide (FITC-KGGEEEEYFELVKK). The assays were initiated by the addition of 20 nM JAK1, 1 nM JAK2, 1 nM JAK3 or 1 nM TYK2 enzyme and were incubated at room temperature for three hours for JAK1, 60 minutes for JAK2, 75 minutes for JAK3 or 135 minutes for TYK2. Enzyme concentrations and incubation times were optimized for each new enzyme preps and were modified slightly over time to ensure 20%-30% phosphorylation. The assays were stopped with a final concentration of 10 mM EDTA, 0.1% Coating Reagent and 100 mM HEPES, pH=7.4. The assay plates were placed on a Caliper Life Science Lab Chip 3000 (LC3000) instrument, and each well was sampled using appropriate separation conditions to measure the unphosphorylated and phosphorylated peptide.	1	1	1	115.222	0.00867888
COCC1CN(S(=O)(=O)C[C@H]2C[C@@H](N(C)c3ncnc4[nH]ccc34)C2)CCO1	64	1468	Caliper Enzyme Assay: Test article and assay controls were added to a 384-well plate. Reaction mixtures contained 20 mM HEPES, pH 7.4, 10 mM magnesium chloride, 0.01% bovine serum albumin (BSA), 0.0005% Tween 20, 1 mM ATP and 1 μM peptide substrate. The JAK1 and TYK2 assays contained 1 μM of the IRStide peptide (5FAM-KKSRGDYMTMQID) and the JAK2 and JAK3 assays contained 1 μM of the JAKtide peptide (FITC-KGGEEEEYFELVKK). The assays were initiated by the addition of 20 nM JAK1, 1 nM JAK2, 1 nM JAK3 or 1 nM TYK2 enzyme and were incubated at room temperature for three hours for JAK1, 60 minutes for JAK2, 75 minutes for JAK3 or 135 minutes for TYK2. Enzyme concentrations and incubation times were optimized for each new enzyme preps and were modified slightly over time to ensure 20%-30% phosphorylation. The assays were stopped with a final concentration of 10 mM EDTA, 0.1% Coating Reagent and 100 mM HEPES, pH=7.4. The assay plates were placed on a Caliper Life Science Lab Chip 3000 (LC3000) instrument, and each well was sampled using appropriate separation conditions to measure the unphosphorylated and phosphorylated peptide.	1	1	1	22.9375	0.0435967
COCCC(C)(C)N1Cc2cc(Nc3nn([C@H]4CCCC[C@@H]4C#N)c4cc[nH]c(=O)c34)ccc2S1(=O)=O	67	150	Biochemical HTRF Assay Protocol: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer #PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at room temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading. After normalization to untreated controls, the percent inhibition of the HTRF signal at each compound concentration was calculated.	1	1	1	2.23881	0.446667
COCCC1(C(N)=O)CCN(S(=O)(=O)C[C@H]2CC[C@H](N(C)c3ncnc4[nH]ccc34)CC2)CC1	1.59	8.97	Enzymatic Assay: A peptide mobility shift assay was used to quantify the phosphorylation of the JAKtide (JAK2 and JAK3) or the IRS-1 peptide (JAK1 and Tyk2). Reactions were carried out in a 384-well plate (Matrical MP-101) in a 10 L total volume. Reaction mixtures contained 20 mM HEPES, pH 7.4, 10 mM magnesium chloride, 0.01% bovine serum albumin (BSA), 0.0005% Tween-20, ATP (4 M for JAK2 and JAK3, 40 M for JAK1 and 7 M for Tyk2)), 2% DMSO and 1 M peptide substrate (JAKtide for JAK2 and JAK3 and IRS-1 peptide for JAK1 and Tyk2). Compounds were diluted serially in 100% dimethyl sulfoxide and tested in an 11 point dose response in duplicate or quadruplicate (200 nl of compound/DMSO was added per 10 L reaction). The reactions were initiated by the addition of enzyme to the final concentration of 2 nM JAK2, 1 nM JAK3, 12 nM Tyk2 or 20 nM JAK1. The assay was run for 240 minutes for JAK1, 150 minutes for JAK2, 90 minutes for JAK3 and 70 minutes for Tyk2.	1	1	1	5.64151	0.177258
COCCCNC(=O)c1nc2cnc3[nH]ccc3c2n1[C@H]1CC[C@H](CC#N)CC1	1.3	28	Enzymatic Inhibition Assay: 11-point dosing series were made for each compound by serially diluting 1:3 or 1:4 in DMSO, with point 12 being a DMSO control. From the serial dilution plates, sample was transferred to a 384 wells assay plate (#781280, Greiner, Monroe, N.C.) using Labcyte Echo (Sunnyvale, Calif.), or Biosero ATS (San Diego, Calif.). The compounds were tested in duplicate. Column 12 was used for positive controls, and column 24 contained negative controls with no enzyme added. A compound from our internal collection, with inhibitory activity for JAK isoforms, was used as a reference compound. The final concentration of DMSO was ≤0.25% in a 20 μL reaction. Assay conditions for each of the proteins are summarized in Table 3. The enzyme reaction was initiated by the addition of 10 μL of 2× enzyme and ATP mixture to 10 μL of 2× substrate solution prepared in reaction buffer (50 mM MOPS pH 7.5, 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20). The Tyk2 enzyme was pre-incubated with 2 mM ATP for 30 min prior to the reaction initiation. Immediately after the addition of the enzyme to the reaction mixture, the plate was centrifuged at 1000 rpm for 1 minute and incubated at 25° C. for 45 minutes for JAK 3 and 90 minutes for JAK1, JAK2 and Tyk2. The reaction was quenched by the addition of 20 μL of 0.5% TFA containing 0.15 μM of internal standard peptide using Multidrop Combi reagent dispenser (Thermo Scientific, Waltham, Mass.). Several wells in column 24 were typically used for the product standard curve. After the quench, the assay plate was centrifuged at 3000 rpm for 3 minutes and sealed with pierceable aluminum foil (Cat #06644-001, Agilent) using a PlateLoc (Agilent Technologies, Santa Clara, Calif.). The plates then were transferred on to the RapidFire for the MS analysis. Compound inhibition was assessed by a decrease of the phosphorylated product levels in sample wells compared to the non-inhibited enzyme reaction. The assay conditions for the above assays are shown in Table 3 and the results of Ex. 1-209 as tested in these assays are shown in Table 4.TABLE 3Assay conditions for JAK family enzyme assays* [p], [ATP], [Substrate], [IS],Enzyme nM μM μM nMJAK1-JH1JH2 8.0 12.5 200 100JAK2-JH1JH2 7.0 or 3.6 30 40 100JAK3-JH1JH2 2.0 150 40 100Tyk2-JH1JH2   25 or 14.7 50 200 100*Reaction buffer: 50 mM MOPS, pH 7.5 10 mM MgCl2, 1 mM EDTA, 2 mM DTT, 0.002% Tween-20; IS stands for internal standard peptide; p stands for phospho-peptide (product); Substrate stands for peptide.	1	1	1	21.5385	0.0464286
COCCCOC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1	37	603	HTRF Biochemical Assay: The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 uL of 1.11x enzyme and 1.11x substrate in 1x assay buffer (Invitrogen kinase buffer # PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at room temperature to allow compound binding to equilibrate. After equilibration, 2 uL of 10xATP in 1x assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at room temperature for 120 minutes. At the end of the incubation, 20 uL of 2x stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction.	1	1	1	16.2973	0.0613599
COCCCOC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1	12	275	Biochemical HTRF Assay: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer # PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at ambient temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at ambient temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at ambient temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading.	1	1	1	22.9167	0.0436364
COCCCOC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1	727	1496	Biochemical HTRF Assay: The ability of compounds to inhibit the activity of JAK1, JAK2, JAK3, and Tyk2 was measured using a recombinant purified GST-tagged catalytic domain for each enzyme (Invitrogen JAK1 #M4290, JAK2 #M4290, JAK3 #M4290, Tyk2 #M4290) in an HTRF format biochemical assay. The reactions employed a common peptide substrate, LCB-EQEDEPEGDYFEWLW-NH2 (in-house). The basic assay protocol is as follows: First, 250 nL of diluted compounds in DMSO were dispensed into the wells of a dry 384-well Black plate (Greiner #781076) using a Labcyte Echo 555 acoustic dispenser. Subsequent reagent additions employed an Agilent Bravo. Next, 18 μL of 1.11× enzyme and 1.11× substrate in 1× assay buffer (Invitrogen kinase buffer # PV3189, 2 mM DTT, 0.05% BSA) were added to the wells and shaken and then preincubated for 30 minutes at ambient temperature to allow compound binding to equilibrate. After equilibration, 2 μL of 10×ATP in 1× assay buffer was added to initiate the kinase reaction and the plates were shaken and then incubated at ambient temperature for 120 minutes. At the end of the incubation, 20 μL of 2× stop buffer (streptavidin-Dylight 650 (Thermo #84547B/100 mL), Eu-tagged pY20 antibody (Perkin Elmer #AD0067), EDTA, HEPES, and Triton) was added to quench the reaction. Plates were shaken and centrifuged and then incubated 60 minutes at ambient temperature and then read on a Perkin Elmer Envision (λex=337 nm, λem=665 and 615 nm, TRF delay time=20 μs). HTRF signal=10,000*665 nm reading/615 nm reading.	1	1	1	2.05777	0.485963
